node_id	target	category	weight	source
KE1447	obesity	KE	1.0	RE37
KE130	depletion gsh	KE	1.0	RE39
KE249	production reactive oxygen species	KE	-0.75	RE39
KE1030	increased 	KE	1.0	RE39
KE1115	increased reactive oxygen species	KE	-0.75	RE39
KE1278	ros formation	KE	1.0	RE39
KE1445	increase lipid peroxidation	KE	1.0	RE39
KE119	gap	KE	1.0	RE40
KE1030	increased 	KE	1.0	RE40
KE1030	increased 	KE	1.0	RE45
KE1030	increased 	KE	1.0	RE44
KE167	activation lxr	KE	3.0	RE46
KE344	liver fibrosis	KE	5.5	RE46
KE756	hippocampal gene expression altered 	KE	-0.75	RE46
KE1060	alteration lipid metabolism	KE	2.6666666666666665	RE46
KE1157	activation hepatic nuclear receptor(s)	KE	-2.0	RE46
KE1239	altered gene expression	KE	1.0	RE46
KE1421	activated lxr	KE	3.0	RE46
KE1263	necrosis	KE	1.0	RE2
KE210	oxidative stress	KE	1.0	RE53
KE1249	oxidative stress 	KE	1.0	RE53
KE1392	oxidative stress 	KE	1.0	RE53
KE1030	increased 	KE	1.0	RE54
KE1030	increased 	KE	1.0	RE57
KE446	reduction testosterone level	KE	2.3333333333333335	RE59
KE1030	increased 	KE	1.0	RE59
KE1030	increased 	KE	1.0	RE61
KE1194	increase dna damage	KE	1.0	RE61
KE1281	increased dna damage repair	KE	-0.75	RE61
KE1030	increased 	KE	1.0	RE64
KE1030	increased 	KE	1.0	RE69
KE1030	increased 	KE	1.0	RE70
KE1030	increased 	KE	1.0	RE73
KE1447	obesity	KE	1.0	RE73
KE1030	increased 	KE	1.0	RE76
KE1030	increased 	KE	1.0	RE79
KE294	unknown	KE	1.0	RE81
KE1030	increased 	KE	1.0	RE81
KE1113	unknown 	KE	1.0	RE81
KE1030	increased 	KE	1.0	RE82
KE1262	apoptosis	KE	1.0	RE82
KE1030	increased 	KE	1.0	RE84
KE1447	obesity	KE	1.0	RE84
KE1065	activation estrogen receptor alpha	KE	-1.0	RE86
KE1030	increased 	KE	1.0	RE89
KE210	oxidative stress	KE	1.0	RE90
KE1249	oxidative stress 	KE	1.0	RE90
KE1278	ros formation	KE	2.0	RE90
KE1392	oxidative stress 	KE	1.0	RE90
KE1030	increased 	KE	1.0	RE97
KE312	allergic contact dermatitis challenge	KE	-0.75	RE101
KE1193	breast cancer	KE	1.0	RE103
KE1193	breast cancer	KE	1.0	RE104
KE201	binding antagonist nmda receptors	KE	-1.5	RE110
KE1065	activation estrogen receptor alpha	KE	-3.0	RE110
KE1180	estrogen receptor activation 	KE	4.0	RE110
KE1181	activation estrogen receptor	KE	4.0	RE110
KE1447	obesity	KE	1.0	RE110
