node_id	target	category	weight	source
KE312	allergic contact dermatitis challenge	KE	-0.75	RE71
KE446	reduction testosterone level	KE	2.3333333333333335	RE73
KE1030	increased 	KE	1.0	RE73
KE130	depletion gsh	KE	1.0	RE76
KE249	production reactive oxygen species	KE	-0.75	RE76
KE1030	increased 	KE	1.0	RE76
KE1115	increased reactive oxygen species	KE	-0.75	RE76
KE1278	ros formation	KE	1.0	RE76
KE1445	increase lipid peroxidation	KE	1.0	RE76
KE1447	obesity	KE	1.0	RE77
KE312	allergic contact dermatitis challenge	KE	-0.75	RE80
KE312	allergic contact dermatitis challenge	KE	-0.75	RE81
KE312	allergic contact dermatitis challenge	KE	-0.75	RE82
KE1030	increased 	KE	1.0	RE85
KE1030	increased 	KE	1.0	RE86
KE312	allergic contact dermatitis challenge	KE	-0.75	RE90
KE1030	increased 	KE	1.0	RE95
KE1030	increased 	KE	1.0	RE97
KE1447	obesity	KE	1.0	RE97
KE1030	increased 	KE	1.0	RE101
KE1030	increased 	KE	1.0	RE102
KE294	unknown	KE	1.0	RE104
KE1030	increased 	KE	1.0	RE104
KE1113	unknown 	KE	1.0	RE104
KE1030	increased 	KE	1.0	RE113
KE1030	increased 	KE	1.0	RE116
KE1030	increased 	KE	1.0	RE123
KE1030	increased 	KE	1.0	RE121
KE416	increase proliferation leydig cell 	KE	-1.0	RE124
KE870	increase cell proliferation	KE	1.3333333333333333	RE124
KE923	increase proliferation goblet cells	KE	-1.0	RE124
KE1030	increased 	KE	1.0	RE124
KE1033	increased proliferation mesenchymal cells	KE	-1.0	RE124
KE1089	increased cell proliferation (mesothelium)	KE	-1.0	RE124
KE1182	increase cell proliferation (epithelial cells)	KE	-1.0	RE124
KE1189	increased proliferation (endothelial cells) 	KE	-1.0	RE124
KE1193	breast cancer	KE	1.0	RE124
KE364	impaired development of reproductive organs	KE	-0.75	RE125
KE1205	activation juvenile hormone receptor	KE	-1.5	RE125
KE1030	increased 	KE	1.0	RE127
KE1030	increased 	KE	1.0	RE126
KE312	allergic contact dermatitis challenge	KE	-0.75	RE129
KE210	oxidative stress	KE	1.0	RE137
KE1249	oxidative stress 	KE	1.0	RE137
KE1278	ros formation	KE	2.0	RE137
KE1392	oxidative stress 	KE	1.0	RE137
KE210	oxidative stress	KE	1.0	RE141
KE1249	oxidative stress 	KE	1.0	RE141
KE1392	oxidative stress 	KE	1.0	RE141
KE416	increase proliferation leydig cell 	KE	-1.0	RE150
KE870	increase cell proliferation	KE	1.3333333333333333	RE150
KE923	increase proliferation goblet cells	KE	-1.0	RE150
KE1030	increased 	KE	1.0	RE150
KE1033	increased proliferation mesenchymal cells	KE	-1.0	RE150
KE1089	increased cell proliferation (mesothelium)	KE	-1.0	RE150
KE1182	increase cell proliferation (epithelial cells)	KE	-1.0	RE150
KE1189	increased proliferation (endothelial cells) 	KE	-1.0	RE150
KE1193	breast cancer	KE	1.0	RE150
KE1030	increased 	KE	1.0	RE155
KE1030	increased 	KE	1.0	RE157
KE1030	increased 	KE	1.0	RE159
KE122	activation glucocorticoid receptor	KE	2.0	RE163
KE494	glucocorticoid receptor agonist activation	KE	-1.5	RE163
KE742	decreased androgen receptor activity	KE	-1.25	RE163
KE785	activation androgen receptor	KE	1.6666666666666667	RE163
KE1030	increased 	KE	1.0	RE163
KE1396	increased glucocorticoid receptor activity	KE	-1.5	RE163
KE1030	increased 	KE	1.0	RE166
KE1194	increase dna damage	KE	1.0	RE166
KE1281	increased dna damage repair	KE	-0.75	RE166
KE1030	increased 	KE	1.0	RE167
KE1030	increased 	KE	1.0	RE173
KE1030	increased 	KE	1.0	RE175
KE1030	increased 	KE	1.0	RE174
KE122	activation glucocorticoid receptor	KE	1.3333333333333333	RE178
KE494	glucocorticoid receptor agonist activation	KE	-1.0	RE178
KE742	decreased androgen receptor activity	KE	-0.75	RE178
KE785	activation androgen receptor	KE	1.0	RE178
KE1396	increased glucocorticoid receptor activity	KE	-1.0	RE178
